"edu" "eduy" "S5" "age" "D5" "D6" "S10" "S10B" "Q7__1" "Q7__2" "Q7__3" "Q7__4" "Q7__5" "Q7__6" "Q7__7" "Q7__8" "Q7__9" "Q7__10" "Q7__11" "Q7__12" "Q7__13" "Q7__14" "Q7__15" "Q7__16" "Q7__17" "Q7__18" "Q7__19" "Q7__20" "Q7__21" "Q7__22" "Q7__23" "Q7__24" "Q7__25" "Q7__26" "Q7__27" "Q7__28" "Q7__29" "Q7__30" "Q7__31" "Q7__32" "Q7__33" "Q7__34" "Q7__35" "A0__1" "A0__2" "A0__3" "A0__4" "A0__5" "A0__6" "A0__7" "A0__8" "A0__9" "A0__10" "A0__11" "A0__12" "A0__13" "A0__14" "A0__15" "A0__16" "A0__17" "A0__18" "A0__19" "A0__20" "A0__21" "A0__22" "A0__23" "A0__24" "A0__25" "A0__26" "A0__27" "edu_stage" "age_stage" "child" "lfatd1" "lfatd2" "lfatd3" "catatd1" "catatd3" "catatd2" "clusters"
"1" "大专" 15 "男" 33 "已婚" "有1个孩子" "豪华车" "豪华车" "非常同意1" "非常同意1" "比较同意2" "比较同意2" "非常同意1" "比较同意2" "比较同意2" "比较同意2" "非常同意1" "非常同意1" "非常同意1" "比较同意2" "比较同意2" "比较同意2" "非常同意1" "比较同意2" "非常同意1" "非常同意1" "比较同意2" "比较同意2" "非常同意1" "非常同意1" "比较同意2" "非常同意1" "比较同意2" "比较同意2" "非常同意1" "比较同意2" "非常同意1" "非常同意1" "比较同意2" "非常同意1" "比较同意2" "非常同意1" "比较同意2" "比较同意2" "非常同意1" "比较同意2" "非常同意1" "非常同意1" "非常同意1" "非常同意1" "比较同意2" "非常同意1" "非常同意1" "非常同意1" "非常同意1" "比较同意2" "非常同意1" "比较同意2" "非常同意1" "比较同意2" "非常同意1" "非常同意1" "比较同意2" "非常同意1" "非常同意1" "比较同意2" "非常同意1" "比较同意2" "比较同意2" "非常同意1" "大专及以上" "30-40岁" "有孩子" -1.28366002078464 -0.671312717792549 -1.44261289567987 -0.546389609502733 -0.86516119660866 -2.0341306749312 1
"2" "大学本科 - 国内" 16 "男" 29 "未有婚史/单身" "" "豪华车" "豪华车" "谈不上同不同意3" "比较同意2" "比较不同意4" "比较不同意4" "完全不同意5" "比较同意2" "比较同意2" "谈不上同不同意3" "比较同意2" "非常同意1" "谈不上同不同意3" "非常同意1" "比较同意2" "比较同意2" "比较同意2" "比较同意2" "非常同意1" "谈不上同不同意3" "谈不上同不同意3" "比较同意2" "比较同意2" "比较同意2" "谈不上同不同意3" "谈不上同不同意3" "比较同意2" "非常同意1" "非常同意1" "比较同意2" "谈不上同不同意3" "谈不上同不同意3" "谈不上同不同意3" "比较同意2" "非常同意1" "非常同意1" "比较同意2" "比较同意2" "谈不上同意不同意3" "谈不上同意不同意3" "谈不上同意不同意3" "比较不同意4" "完全不同意5" "完全不同意5" "比较同意2" "非常同意1" "谈不上同意不同意3" "比较不同意4" "谈不上同意不同意3" "谈不上同意不同意3" "谈不上同意不同意3" "比较不同意4" "谈不上同意不同意3" "比较不同意4" "谈不上同意不同意3" "完全不同意5" "谈不上同意不同意3" "比较同意2" "比较不同意4" "谈不上同意不同意3" "比较同意2" "谈不上同意不同意3" "完全不同意5" "谈不上同意不同意3" "大专及以上" "30岁以下" "没有结婚" -0.683850086530468 0.600032817504676 -0.26226603455032 1.61794558068376 2.32762475341755 -0.814371402782414 1
"3" "大学本科 - 国内" 16 "男" 28 "未有婚史/单身" "" "豪华车" "豪华车" "非常同意1" "非常同意1" "比较同意2" "比较不同意4" "非常同意1" "非常同意1" "非常同意1" "非常同意1" "非常同意1" "比较同意2" "完全不同意5" "非常同意1" "比较同意2" "完全不同意5" "非常同意1" "比较同意2" "比较同意2" "非常同意1" "比较同意2" "非常同意1" "非常同意1" "非常同意1" "比较同意2" "非常同意1" "非常同意1" "非常同意1" "非常同意1" "非常同意1" "完全不同意5" "非常同意1" "非常同意1" "非常同意1" "比较同意2" "非常同意1" "完全不同意5" "非常同意1" "完全不同意5" "非常同意1" "比较同意2" "非常同意1" "比较同意2" "比较同意2" "非常同意1" "谈不上同意不同意3" "完全不同意5" "比较同意2" "比较同意2" "非常同意1" "非常同意1" "非常同意1" "非常同意1" "非常同意1" "非常同意1" "非常同意1" "非常同意1" "谈不上同意不同意3" "非常同意1" "非常同意1" "比较不同意4" "非常同意1" "非常同意1" "比较不同意4" "大专及以上" "30岁以下" "没有结婚" -1.91129444416055 -1.7067163068593 2.39278001350282 -2.57773140560945 -0.228461147418514 2.31786720358906 1
"4" "大学本科 - 国内" 16 "女" 33 "已婚" "没有孩子" "豪华车" "豪华车" "比较同意2" "非常同意1" "比较同意2" "谈不上同不同意3" "比较同意2" "比较同意2" "比较不同意4" "比较同意2" "比较同意2" "谈不上同不同意3" "比较不同意4" "比较同意2" "比较同意2" "比较不同意4" "比较同意2" "比较同意2" "比较不同意4" "比较同意2" "比较同意2" "比较同意2" "非常同意1" "比较同意2" "比较同意2" "比较同意2" "比较同意2" "非常同意1" "比较同意2" "非常同意1" "比较同意2" "比较同意2" "比较同意2" "比较同意2" "比较同意2" "比较同意2" "完全不同意5" "非常同意1" "完全不同意5" "非常同意1" "比较同意2" "比较同意2" "比较同意2" "比较同意2" "比较同意2" "比较同意2" "比较不同意4" "谈不上同意不同意3" "比较同意2" "非常同意1" "比较同意2" "非常同意1" "比较同意2" "比较同意2" "非常同意1" "非常同意1" "非常同意1" "比较同意2" "非常同意1" "比较同意2" "比较同意2" "比较同意2" "比较同意2" "比较不同意4" "大专及以上" "30-40岁" "没有孩子" -1.65513960198816 -0.101531293626508 2.29337936969493 -1.41131563222021 -0.464333341141531 1.50119169010513 2
"5" "大学本科 - 国内" 16 "男" 32 "已婚" "有1个孩子" "豪华车" "豪华车" "比较同意2" "比较同意2" "非常同意1" "比较不同意4" "比较同意2" "谈不上同不同意3" "比较不同意4" "非常同意1" "比较同意2" "非常同意1" "比较不同意4" "比较同意2" "比较同意2" "比较同意2" "非常同意1" "比较不同意4" "比较不同意4" "非常同意1" "比较同意2" "比较同意2" "比较同意2" "非常同意1" "非常同意1" "比较同意2" "非常同意1" "非常同意1" "非常同意1" "比较同意2" "比较不同意4" "比较同意2" "比较同意2" "比较不同意4" "非常同意1" "比较同意2" "完全不同意5" "非常同意1" "完全不同意5" "非常同意1" "比较同意2" "非常同意1" "比较同意2" "比较同意2" "比较同意2" "非常同意1" "比较不同意4" "比较同意2" "非常同意1" "比较同意2" "非常同意1" "比较同意2" "非常同意1" "比较同意2" "非常同意1" "比较同意2" "非常同意1" "完全不同意5" "比较同意2" "非常同意1" "比较不同意4" "比较同意2" "非常同意1" "完全不同意5" "大专及以上" "30-40岁" "有孩子" -2.01136949370233 -0.053044521806189 2.3701414881237 -2.53235823369878 0.887828826036666 1.97641269936119 1
"6" "大学本科 - 国内" 16 "男" 42 "已婚" "有1个孩子" "丰田-凯美瑞" "日系" "谈不上同不同意3" "非常同意1" "比较同意2" "比较同意2" "非常同意1" "比较同意2" "非常同意1" "比较同意2" "比较同意2" "比较同意2" "非常同意1" "非常同意1" "非常同意1" "谈不上同不同意3" "非常同意1" "比较同意2" "比较同意2" "非常同意1" "非常同意1" "非常同意1" "比较同意2" "比较同意2" "比较同意2" "非常同意1" "比较同意2" "非常同意1" "非常同意1" "比较同意2" "完全不同意5" "比较同意2" "比较同意2" "比较同意2" "非常同意1" "非常同意1" "谈不上同不同意3" "比较同意2" "比较不同意4" "非常同意1" "非常同意1" "比较同意2" "非常同意1" "谈不上同意不同意3" "比较不同意4" "非常同意1" "比较不同意4" "比较同意2" "比较同意2" "非常同意1" "比较同意2" "非常同意1" "比较同意2" "谈不上同意不同意3" "比较同意2" "非常同意1" "比较同意2" "非常同意1" "非常同意1" "非常同意1" "谈不上同意不同意3" "非常同意1" "非常同意1" "比较同意2" "大专及以上" "40岁以上" "有孩子" -1.70178290550407 -0.141088555902801 -0.411194079909537 -0.944034823369333 -1.29060829149944 1.42225104769129 3
"7" "大学本科 - 国内" 16 "男" 27 "已婚" "没有孩子" "大众-迈腾" "德系" "比较不同意4" "谈不上同不同意3" "谈不上同不同意3" "比较不同意4" "比较不同意4" "比较不同意4" "谈不上同不同意3" "谈不上同不同意3" "比较不同意4" "比较不同意4" "比较同意2" "谈不上同不同意3" "谈不上同不同意3" "比较不同意4" "谈不上同不同意3" "谈不上同不同意3" "比较同意2" "比较不同意4" "比较不同意4" "完全不同意5" "完全不同意5" "谈不上同不同意3" "比较不同意4" "谈不上同不同意3" "比较不同意4" "谈不上同不同意3" "完全不同意5" "谈不上同不同意3" "比较不同意4" "完全不同意5" "谈不上同不同意3" "谈不上同不同意3" "完全不同意5" "比较不同意4" "谈不上同不同意3" "比较不同意4" "比较不同意4" "谈不上同意不同意3" "谈不上同意不同意3" "比较不同意4" "比较不同意4" "谈不上同意不同意3" "比较不同意4" "谈不上同意不同意3" "谈不上同意不同意3" "比较不同意4" "谈不上同意不同意3" "谈不上同意不同意3" "谈不上同意不同意3" "比较不同意4" "比较同意2" "比较不同意4" "谈不上同意不同意3" "比较同意2" "比较不同意4" "比较同意2" "谈不上同意不同意3" "比较同意2" "谈不上同意不同意3" "谈不上同意不同意3" "比较同意2" "比较不同意4" "大专及以上" "30岁以下" "没有孩子" 1.93804788625009 2.32611384937249 0.154496220888743 1.01406483361328 1.35755117393362 1.06150840184137 4
"8" "大学本科 - 国内" 16 "男" 33 "已婚" "有1个孩子" "大众-迈腾" "德系" "比较同意2" "比较不同意4" "谈不上同不同意3" "比较不同意4" "谈不上同不同意3" "谈不上同不同意3" "比较同意2" "比较同意2" "比较同意2" "比较不同意4" "比较不同意4" "谈不上同不同意3" "谈不上同不同意3" "谈不上同不同意3" "比较同意2" "比较不同意4" "谈不上同不同意3" "比较同意2" "谈不上同不同意3" "比较不同意4" "谈不上同不同意3" "谈不上同不同意3" "谈不上同不同意3" "比较不同意4" "比较不同意4" "谈不上同不同意3" "比较同意2" "比较不同意4" "比较同意2" "谈不上同不同意3" "谈不上同不同意3" "谈不上同不同意3" "谈不上同不同意3" "谈不上同不同意3" "比较同意2" "谈不上同意不同意3" "谈不上同意不同意3" "比较不同意4" "谈不上同意不同意3" "比较同意2" "比较不同意4" "谈不上同意不同意3" "谈不上同意不同意3" "谈不上同意不同意3" "比较同意2" "比较同意2" "比较不同意4" "比较同意2" "谈不上同意不同意3" "谈不上同意不同意3" "比较同意2" "比较不同意4" "比较不同意4" "谈不上同意不同意3" "比较不同意4" "谈不上同意不同意3" "谈不上同意不同意3" "比较不同意4" "比较不同意4" "比较同意2" "比较同意2" "谈不上同意不同意3" "大专及以上" "30-40岁" "有孩子" 0.803730269709966 1.08237802337966 0.53424669411949 0.793470886165128 1.72941791890265 0.427897210316489 4
"9" "大学本科 - 国内" 16 "男" 30 "未有婚史/单身" "" "大众-迈腾" "德系" "比较同意2" "比较不同意4" "完全不同意5" "比较同意2" "非常同意1" "比较不同意4" "比较不同意4" "非常同意1" "比较同意2" "非常同意1" "非常同意1" "谈不上同不同意3" "比较不同意4" "比较同意2" "比较同意2" "比较不同意4" "比较同意2" "比较同意2" "非常同意1" "比较不同意4" "非常同意1" "非常同意1" "比较同意2" "比较同意2" "比较不同意4" "比较同意2" "谈不上同不同意3" "比较不同意4" "比较不同意4" "比较同意2" "比较同意2" "非常同意1" "谈不上同不同意3" "比较同意2" "非常同意1" "谈不上同意不同意3" "比较同意2" "比较同意2" "非常同意1" "谈不上同意不同意3" "比较不同意4" "非常同意1" "谈不上同意不同意3" "非常同意1" "完全不同意5" "比较同意2" "比较不同意4" "比较不同意4" "完全不同意5" "比较不同意4" "完全不同意5" "比较不同意4" "比较同意2" "非常同意1" "比较同意2" "非常同意1" "谈不上同意不同意3" "比较同意2" "非常同意1" "非常同意1" "比较不同意4" "谈不上同意不同意3" "大专及以上" "30岁以下" "没有结婚" 1.65243369485696 -0.805234178637495 -1.26001304743653 3.1154932177633 -2.43361209736444 0.190215914152069 2
"10" "大学本科 - 国内" 16 "男" 32 "已婚" "有1个孩子" "日产-天籁" "日系" "比较同意2" "比较不同意4" "谈不上同不同意3" "谈不上同不同意3" "比较同意2" "比较同意2" "比较同意2" "非常同意1" "非常同意1" "比较同意2" "谈不上同不同意3" "比较同意2" "谈不上同不同意3" "谈不上同不同意3" "比较同意2" "比较同意2" "比较同意2" "谈不上同不同意3" "非常同意1" "谈不上同不同意3" "谈不上同不同意3" "比较同意2" "比较同意2" "比较不同意4" "比较同意2" "谈不上同不同意3" "谈不上同不同意3" "谈不上同不同意3" "比较同意2" "比较不同意4" "非常同意1" "比较同意2" "谈不上同不同意3" "比较同意2" "谈不上同不同意3" "谈不上同意不同意3" "谈不上同意不同意3" "比较同意2" "比较同意2" "比较同意2" "比较同意2" "非常同意1" "比较同意2" "谈不上同意不同意3" "完全不同意5" "比较同意2" "比较不同意4" "谈不上同意不同意3" "比较同意2" "谈不上同意不同意3" "比较不同意4" "谈不上同意不同意3" "比较同意2" "比较同意2" "比较同意2" "比较同意2" "比较同意2" "谈不上同意不同意3" "谈不上同意不同意3" "谈不上同意不同意3" "谈不上同意不同意3" "比较同意2" "大专及以上" "30-40岁" "有孩子" 1.09738844052665 -0.982331475613734 0.0527569128060985 0.84964842317553 -0.535857493370337 0.850704559740686 3
